Property Address,Tree Location,Property Side,Species,Diameter in Inches,Tree Number
"167 THAYER ST
Providence, RI
(41.82595587960328, -71.40030627527801)",THAYER ST,Front,Fagus sylvatica,6,6
"167 THAYER ST
Providence, RI
(41.82595587960328, -71.40030627527801)",THAYER ST,Front,Fagus sylvatica,6,5
"167 THAYER ST
Providence, RI
(41.82595587960328, -71.40030627527801)",THAYER ST,Front,Fagus sylvatica,6,4
"167 THAYER ST
Providence, RI
(41.82595587960328, -71.40030627527801)",THAYER ST,Front,Platanus x acerifolia,6,3
"167 THAYER ST
Providence, RI
(41.82595587960328, -71.40030627527801)",THAYER ST,Front,Platanus x acerifolia,6,2
"167 THAYER ST
Providence, RI
(41.82595587960328, -71.40030627527801)",THAYER ST,Front,Platanus x acerifolia,6,1
"151 JOHN ST
Providence, RI
(41.86461795218477, -71.43414780809708)",THAYER ST,Front,Acer platanoides,20,2
"151 JOHN ST
Providence, RI
(41.86461795218477, -71.43414780809708)",THAYER ST,Front,Acer platanoides,22,1
"135 JOHN ST
Providence, RI
(41.86460713154598, -71.4341824341412)",THAYER ST,Front,Platanus x acerifolia,3,2
"135 JOHN ST
Providence, RI
(41.86460713154598, -71.4341824341412)",THAYER ST,Front,Platanus x acerifolia,3,1
"117 JOHN ST
Providence, RI
(41.8645949583217, -71.4342213884589)",THAYER ST,Front,Ulmus parvifolia,4,10
"117 JOHN ST
Providence, RI
(41.8645949583217, -71.4342213884589)",THAYER ST,Front,Ulmus parvifolia,4,9
"117 JOHN ST
Providence, RI
(41.8645949583217, -71.4342213884589)",THAYER ST,Front,Ulmus parvifolia,4,8
"117 JOHN ST
Providence, RI
(41.8645949583217, -71.4342213884589)",THAYER ST,Front,Ulmus parvifolia,4,7
"117 JOHN ST
Providence, RI
(41.8645949583217, -71.4342213884589)",THAYER ST,Front,Ulmus parvifolia,4,6
"117 JOHN ST
Providence, RI
(41.8645949583217, -71.4342213884589)",THAYER ST,Front,Ulmus parvifolia,4,5
"117 JOHN ST
Providence, RI
(41.8645949583217, -71.4342213884589)",THAYER ST,Front,Acer rubrum,4,4
"117 JOHN ST
Providence, RI
(41.8645949583217, -71.4342213884589)",THAYER ST,Front,Acer rubrum,4,3
"117 JOHN ST
Providence, RI
(41.8645949583217, -71.4342213884589)",THAYER ST,Front,Acer rubrum,4,2
"117 JOHN ST
Providence, RI
(41.8645949583217, -71.4342213884589)",THAYER ST,Front,Ulmus parvifolia,4,1
"101 JOHN ST
Providence, RI
(41.86458413767647, -71.43425601452364)",THAYER ST,Front,Tilia cordata,7,12
"101 JOHN ST
Providence, RI
(41.86458413767647, -71.43425601452364)",THAYER ST,Front,Tilia cordata,7,11
"101 JOHN ST
Providence, RI
(41.86458413767647, -71.43425601452364)",THAYER ST,Front,Tilia cordata,2,8
"101 JOHN ST
Providence, RI
(41.86458413767647, -71.43425601452364)",THAYER ST,Front,Tilia cordata,3,7
"101 JOHN ST
Providence, RI
(41.86458413767647, -71.43425601452364)",THAYER ST,Front,Tilia cordata,7,10
"101 JOHN ST
Providence, RI
(41.86458413767647, -71.43425601452364)",THAYER ST,Front,Tilia cordata,7,9
"101 JOHN ST
Providence, RI
(41.86458413767647, -71.43425601452364)",THAYER ST,Front,Tilia cordata,7,6
"101 JOHN ST
Providence, RI
(41.86458413767647, -71.43425601452364)",THAYER ST,Front,Tilia cordata,7,5
"101 JOHN ST
Providence, RI
(41.86458413767647, -71.43425601452364)",THAYER ST,Front,Tilia cordata,7,4
"101 JOHN ST
Providence, RI
(41.86458413767647, -71.43425601452364)",THAYER ST,Front,Tilia cordata,7,3
"101 JOHN ST
Providence, RI
(41.86458413767647, -71.43425601452364)",THAYER ST,Front,Tilia cordata,7,2
"101 JOHN ST
Providence, RI
(41.86458413767647, -71.43425601452364)",THAYER ST,Front,Tilia cordata,8,1
"59 JOHN ST
Providence, RI
(41.86455573349078, -71.43434690791783)",THAYER ST,Front,Pyrus calleryana,6,1
"59 JOHN ST
Providence, RI
(41.86455573349078, -71.43434690791783)",THAYER ST,Front,Pyrus calleryana,6,4
"59 JOHN ST
Providence, RI
(41.86455573349078, -71.43434690791783)",THAYER ST,Front,Pyrus calleryana,2,7
"59 JOHN ST
Providence, RI
(41.86455573349078, -71.43434690791783)",THAYER ST,Front,Acer platanoides,5,6
"57 JOHN ST
Providence, RI
(41.864554380910526, -71.43435123617463)",THAYER ST,Front,Pyrus calleryana,4,3
"59 JOHN ST
Providence, RI
(41.86455573349078, -71.43434690791783)",THAYER ST,Front,Acer platanoides,8,5
"59 JOHN ST
Providence, RI
(41.86455573349078, -71.43434690791783)",THAYER ST,Front,Acer platanoides,4,3
"59 JOHN ST
Providence, RI
(41.86455573349078, -71.43434690791783)",THAYER ST,Front,Acer platanoides,4,2
"59 JOHN ST
Providence, RI
(41.86455573349078, -71.43434690791783)",THAYER ST,Front,Acer platanoides,4,1
"57 JOHN ST
Providence, RI
(41.864554380910526, -71.43435123617463)",THAYER ST,Front,Malus spp,2,2
"57 JOHN ST
Providence, RI
(41.864554380910526, -71.43435123617463)",THAYER ST,Front,Acer platanoides,8,1
"55 JOHN ST
Providence, RI
(41.86455302833028, -71.43435556443144)",THAYER ST,Front,Malus spp,2,2
"55 JOHN ST
Providence, RI
(41.86455302833028, -71.43435556443144)",THAYER ST,Front,Prunus spp.,20,1
"45 JOHN ST
Providence, RI
(41.86448863346196, -71.43457095565726)",THAYER ST,Front,Stump,4,1
"43 JOHN ST
Providence, RI
(41.86444917947923, -71.43470393019166)",THAYER ST,Front,Stump,15,1
"39 JOHN ST
Providence, RI
(41.86437027144153, -71.43496987950395)",THAYER ST,Front,Pyrus calleryana,4,2
"39 JOHN ST
Providence, RI
(41.86437027144153, -71.43496987950395)",THAYER ST,Front,Pyrus calleryana,4,1
"112 JOHN ST
Providence, RI
(41.86469026495485, -71.43429691146987)",JOHN ST,Front,Cornus kousa,2,6
"112 JOHN ST
Providence, RI
(41.86469026495485, -71.43429691146987)",JOHN ST,Front,Empty Pit,0,5
"112 JOHN ST
Providence, RI
(41.86469026495485, -71.43429691146987)",JOHN ST,Front,Empty Pit,0,4
"112 JOHN ST
Providence, RI
(41.86469026495485, -71.43429691146987)",JOHN ST,Front,Empty Pit,0,3
"112 JOHN ST
Providence, RI
(41.86469026495485, -71.43429691146987)",JOHN ST,Front,Empty Pit,0,2
"112 JOHN ST
Providence, RI
(41.86469026495485, -71.43429691146987)",JOHN ST,Front,Empty Pit,0,1
"111 JOHN ST
Providence, RI
(41.86459090057813, -71.43423437323834)",JOHN ST,Front,Acer platanoides,14,1
"109 JOHN ST
Providence, RI
(41.86458954799908, -71.43423870149127)",JOHN ST,Front,Acer platanoides,14,1
"107 JOHN ST
Providence, RI
(41.86458819542004, -71.43424302974421)",JOHN ST,Front,Fraxinus pennsylvanica,12,1
"105 JOHN ST
Providence, RI
(41.864586842837774, -71.43424735800745)",JOHN ST,Front,Malus spp,3,1
"103 JOHN ST
Providence, RI
(41.86458549025873, -71.4342516862604)",JOHN ST,Front,Parrotia persica,2,2
"102 JOHN ST
Providence, RI
(41.86468333575011, -71.43431908492505)",JOHN ST,Front,Corylus colurna,2,1
"10 EAST ST
Providence, RI
(41.82212939184143, -71.39549430383957)",JOHN ST,Side,Tilia cordata,26,3
"10 EAST ST
Providence, RI
(41.82212939184143, -71.39549430383957)",JOHN ST,Side,Tilia cordata,2,2
"10 EAST ST
Providence, RI
(41.82212939184143, -71.39549430383957)",JOHN ST,Side,Tilia cordata,25,1
"87 JOHN ST
Providence, RI
(41.86457466961511, -71.43428631231998)",JOHN ST,Front,Fraxinus pennsylvanica,14,1
"85 JOHN ST
Providence, RI
(41.864573317034456, -71.43429064057808)",JOHN ST,Front,Fraxinus pennsylvanica,13,2
"85 JOHN ST
Providence, RI
(41.864573317034456, -71.43429064057808)",JOHN ST,Front,Fraxinus pennsylvanica,13,1
"69 JOHN ST
Providence, RI
(41.86456249639244, -71.43432526663251)",JOHN ST,Front,Acer platanoides,11,1
"69 JOHN ST
Providence, RI
(41.86456249639244, -71.43432526663251)",JOHN ST,Front,Acer platanoides,9,3
"69 JOHN ST
Providence, RI
(41.86456249639244, -71.43432526663251)",JOHN ST,Front,Acer platanoides,9,2
"69 JOHN ST
Providence, RI
(41.86456249639244, -71.43432526663251)",JOHN ST,Front,Acer rubrum,8,1
"67 JOHN ST
Providence, RI
(41.864561143811784, -71.43432959489061)",JOHN ST,Front,Empty Pit,4,1
"65 JOHN ST
Providence, RI
(41.86455979123194, -71.43433392314613)",JOHN ST,Front,Prunus spp.,4,1
"63 JOHN ST
Providence, RI
(41.86455843865128, -71.43433825140423)",JOHN ST,Front,Prunus spp.,5,1
"61 JOHN ST
Providence, RI
(41.864557086071436, -71.43434257965974)",JOHN ST,Front,Prunus spp.,5,1
"55 JOHN ST
Providence, RI
(41.86455302833028, -71.43435556443144)",JOHN ST,Front,Pyrus calleryana,5,1
"38 JOHN ST
Providence, RI
(41.864409004288426, -71.43523713040514)",JOHN ST,Front,Acer rubrum,11,1
"34 JOHN ST
Providence, RI
(41.86436117897866, -71.43544960783797)",JOHN ST,Front,Acer rubrum,12,1
"39 JOHN ST
Providence, RI
(41.86437027144153, -71.43496987950395)",JOHN ST,Front,Pyrus calleryana,2,2
"39 JOHN ST
Providence, RI
(41.86437027144153, -71.43496987950395)",JOHN ST,Front,Quercus rubra,26,1
"30 JOHN ST
Providence, RI
(41.86431329875703, -71.43566942158272)",JOHN ST,Front,Quercus rubra,26,2
"30 JOHN ST
Providence, RI
(41.86431329875703, -71.43566942158272)",JOHN ST,Front,Pyrus calleryana,2,1
"32 JOHN ST
Providence, RI
(41.86433723886442, -71.43555951472607)",JOHN ST,Front,Pyrus calleryana,4,2
"32 JOHN ST
Providence, RI
(41.86433723886442, -71.43555951472607)",JOHN ST,Front,Quercus rubra,27,1
"36 JOHN ST
Providence, RI
(41.8643851190929, -71.43533970094987)",JOHN ST,Front,Quercus rubra,27,1
"38 JOHN ST
Providence, RI
(41.864409004288426, -71.43523713040514)",JOHN ST,Front,Ginkgo biloba,8,1
"40 JOHN ST
Providence, RI
(41.8644405674999, -71.43513075069241)",JOHN ST,Front,Malus spp,4,1
"48 JOHN ST
Providence, RI
(41.86456682030965, -71.43470523196318)",JOHN ST,Front,Acer saccharinum,16,1
"54 JOHN ST
Providence, RI
(41.86465007557896, -71.43442551747272)",JOHN ST,Front,Acer saccharinum,18,1
"54 JOHN ST
Providence, RI
(41.86465007557896, -71.43442551747272)",JOHN ST,Front,Pyrus calleryana,6,1
"56 JOHN ST
Providence, RI
(41.86465146141942, -71.43442108278323)",JOHN ST,Front,Pyrus calleryana,3,2
"56 JOHN ST
Providence, RI
(41.86465146141942, -71.43442108278323)",JOHN ST,Front,Pyrus calleryana,3,1
"60 JOHN ST
Providence, RI
(41.86465423310035, -71.43441221340426)",JOHN ST,Front,Tilia americana,35,1
"66 JOHN ST
Providence, RI
(41.86465839062174, -71.4343989093358)",JOHN ST,Front,Tilia americana,36,1
"68 JOHN ST
Providence, RI
(41.86465977646221, -71.43439447464631)",JOHN ST,Front,Acer x freemanii,6,1
"72 JOHN ST
Providence, RI
(41.86466254814314, -71.43438560526734)",JOHN ST,Front,Pyrus calleryana,6,2
"72 JOHN ST
Providence, RI
(41.86466254814314, -71.43438560526734)",JOHN ST,Front,Acer platanoides,6,1
"74 JOHN ST
Providence, RI
(41.8646639339836, -71.43438117057785)",JOHN ST,Front,Pyrus calleryana,4,3
"74 JOHN ST
Providence, RI
(41.8646639339836, -71.43438117057785)",JOHN ST,Front,Pyrus calleryana,4,2
"76 JOHN ST
Providence, RI
(41.86466531982487, -71.43437673588579)",JOHN ST,Front,Acer platanoides,4,1
"74 JOHN ST
Providence, RI
(41.8646639339836, -71.43438117057785)",JOHN ST,Front,Ailanthus altissima,4,1
"86 JOHN ST
Providence, RI
(41.86467224902639, -71.43435456244094)",JOHN ST,Front,Gleditsia triacanthos,2,1
"88 JOHN ST
Providence, RI
(41.864673634867664, -71.43435012774887)",JOHN ST,Front,Gleditsia triacanthos,2,1
"7 EAST ST
Providence, RI
(41.8221268236255, -71.39564987315853)",JOHN ST,Side,Quercus rubra,29,2
"7 EAST ST
Providence, RI
(41.8221268236255, -71.39564987315853)",JOHN ST,Side,Pyrus calleryana,4,1
"8 EAST ST
Providence, RI
(41.82216291301064, -71.3955109387957)",JOHN ST,Side,Pyrus calleryana,8,1
"100 JOHN ST
Providence, RI
(41.86468194991045, -71.43432351961195)",JOHN ST,Front,Pyrus calleryana,3,1
"104 JOHN ST
Providence, RI
(41.864684721592994, -71.43431465022782)",JOHN ST,Front,Pyrus calleryana,5,3
"104 JOHN ST
Providence, RI
(41.864684721592994, -71.43431465022782)",JOHN ST,Front,Pyrus calleryana,6,2
"108 JOHN ST
Providence, RI
(41.86468749327231, -71.434305780854)",JOHN ST,Front,Pyrus calleryana,6,2
"108 JOHN ST
Providence, RI
(41.86468749327231, -71.434305780854)",JOHN ST,Front,Pyrus calleryana,6,1
"104 JOHN ST
Providence, RI
(41.864684721592994, -71.43431465022782)",JOHN ST,Front,Prunus serrulata 'Kwanzan',2,1
"112 JOHN ST
Providence, RI
(41.86469026495485, -71.43429691146987)",JOHN ST,Front,Acer pseudoplatanus,18,1
"265 GOVERNOR ST
Providence, RI
(41.82813217068063, -71.39382944115903)",GOVERNOR ST,Front,Acer platanoides,16,1
"183 GOVERNOR ST
Providence, RI
(41.8269798655169, -71.39380013162243)",GOVERNOR ST,Front,Acer platanoides,16,1
"183 GOVERNOR ST
Providence, RI
(41.8269798655169, -71.39380013162243)",GOVERNOR ST,Front,Acer platanoides,16,4
"183 GOVERNOR ST
Providence, RI
(41.8269798655169, -71.39380013162243)",GOVERNOR ST,Front,Acer platanoides,21,3
"183 GOVERNOR ST
Providence, RI
(41.8269798655169, -71.39380013162243)",GOVERNOR ST,Front,Acer platanoides,13,2
"183 GOVERNOR ST
Providence, RI
(41.8269798655169, -71.39380013162243)",GOVERNOR ST,Front,Acer palmatum,5,1
"184 POWER ST
Providence, RI
(41.82357247595039, -71.39423138044933)",GOVERNOR ST,Side,Acer platanoides,7,1
"104 GOVERNOR ST
Providence, RI
(41.82387128823249, -71.39419755793672)",GOVERNOR ST,Front,Fraxinus spp.,10,2
"104 GOVERNOR ST
Providence, RI
(41.82387128823249, -71.39419755793672)",GOVERNOR ST,Front,Fraxinus spp.,10,1
"116 GOVERNOR ST
Providence, RI
(41.824317012916794, -71.39411728158437)",GOVERNOR ST,Front,Cornus mas,4,3
"116 GOVERNOR ST
Providence, RI
(41.824317012916794, -71.39411728158437)",GOVERNOR ST,Front,Cornus mas,4,2
"116 GOVERNOR ST
Providence, RI
(41.824317012916794, -71.39411728158437)",GOVERNOR ST,Front,Cornus mas,4,1
"118 GOVERNOR ST
Providence, RI
(41.824340958372744, -71.39411465256313)",GOVERNOR ST,Front,Acer platanoides,12,1
"131 BENEVOLENT ST
Providence, RI
(41.82503208762415, -71.39506474291068)",GOVERNOR ST,Side,Acer platanoides,6,3
"131 BENEVOLENT ST
Providence, RI
(41.82503208762415, -71.39506474291068)",GOVERNOR ST,Side,Empty Site,0,2
"131 BENEVOLENT ST
Providence, RI
(41.82503208762415, -71.39506474291068)",GOVERNOR ST,Side,Acer platanoides,7,1
"130 GOVERNOR ST
Providence, RI
(41.82523610409461, -71.39401161706115)",GOVERNOR ST,Front,Pyrus calleryana,3,1
"146 GOVERNOR ST
Providence, RI
(41.825836609830006, -71.39393789489291)",GOVERNOR ST,Front,Empty Site,0,3
"146 GOVERNOR ST
Providence, RI
(41.825836609830006, -71.39393789489291)",GOVERNOR ST,Front,Empty Site,0,2
"146 GOVERNOR ST
Providence, RI
(41.825836609830006, -71.39393789489291)",GOVERNOR ST,Front,Empty Site,0,1
"148 GOVERNOR ST
Providence, RI
(41.825857841659676, -71.39393655153177)",GOVERNOR ST,Front,Populus spp.,9,2
"148 GOVERNOR ST
Providence, RI
(41.825857841659676, -71.39393655153177)",GOVERNOR ST,Front,Acer ginnala,6,1
"158 GOVERNOR ST
Providence, RI
(41.82626361575932, -71.39391119065053)",GOVERNOR ST,Front,Sophora spp.,5,2
"158 GOVERNOR ST
Providence, RI
(41.82626361575932, -71.39391119065053)",GOVERNOR ST,Front,Sophora spp.,5,1
"73 MANNING ST
Providence, RI
(41.82665093566761, -71.39503337569779)",GOVERNOR ST,Side,Platanus x acerifolia,2,1
"73 MANNING ST
Providence, RI
(41.82665093566761, -71.39503337569779)",GOVERNOR ST,Side,Platanus x acerifolia,2,2
"72 MANNING ST
Providence, RI
(41.82676052908912, -71.39503791292124)",GOVERNOR ST,Side,Empty Site,0,3
"72 MANNING ST
Providence, RI
(41.82676052908912, -71.39503791292124)",GOVERNOR ST,Side,Empty Site,0,2
"72 MANNING ST
Providence, RI
(41.82676052908912, -71.39503791292124)",GOVERNOR ST,Side,Empty Site,0,1
"193 GOVERNOR ST
Providence, RI
(41.8276307948017, -71.39382549250367)",GOVERNOR ST,Front,Acer platanoides,16,1
"193 GOVERNOR ST
Providence, RI
(41.8276307948017, -71.39382549250367)",GOVERNOR ST,Front,Tilia cordata,29,1
"189 GOVERNOR ST
Providence, RI
(41.82737042308778, -71.39381534815116)",GOVERNOR ST,Front,Fraxinus spp.,4,1
"181 GOVERNOR ST
Providence, RI
(41.82695238866271, -71.39379905463682)",GOVERNOR ST,Front,Prunus spp.,4,2
"181 GOVERNOR ST
Providence, RI
(41.82695238866271, -71.39379905463682)",GOVERNOR ST,Front,Prunus spp.,4,1
"167 GOVERNOR ST
Providence, RI
(41.82647494801043, -71.39377506820105)",GOVERNOR ST,Front,Malus spp,4,2
"167 GOVERNOR ST
Providence, RI
(41.82647494801043, -71.39377506820105)",GOVERNOR ST,Front,Malus spp,4,1
"165 GOVERNOR ST
Providence, RI
(41.82641335729536, -71.39377144521781)",GOVERNOR ST,Front,Empty Site,0,1
"163 GOVERNOR ST
Providence, RI
(41.826351766584395, -71.3937678222348)",GOVERNOR ST,Front,Empty Site,0,1
"149 GOVERNOR ST
Providence, RI
(41.82585274063343, -71.39378956972817)",GOVERNOR ST,Front,Fraxinus spp.,4,1
"149 GOVERNOR ST
Providence, RI
(41.82585274063343, -71.39378956972817)",GOVERNOR ST,Front,Platanus x acerifolia,2,1
"141 GOVERNOR ST
Providence, RI
(41.82554236945624, -71.39381129694426)",GOVERNOR ST,Front,Empty Site,0,1
"121 GOVERNOR ST
Providence, RI
(41.824768640720066, -71.39392231036297)",GOVERNOR ST,Front,Empty Pit,4,1
"121 GOVERNOR ST
Providence, RI
(41.824768640720066, -71.39392231036297)",GOVERNOR ST,Front,Empty Pit,4,2
"119 GOVERNOR ST
Providence, RI
(41.82462323833437, -71.3939375268917)",GOVERNOR ST,Front,Empty Pit,1,1
"117 GOVERNOR ST
Providence, RI
(41.82447783594867, -71.39395274342043)",GOVERNOR ST,Front,Empty Pit,21,2
"117 GOVERNOR ST
Providence, RI
(41.82447783594867, -71.39395274342043)",GOVERNOR ST,Front,Empty Pit,1,1
"105 GOVERNOR ST
Providence, RI
(41.823856376657226, -71.39405178887982)",GOVERNOR ST,Front,Pyrus calleryana,3,2
"105 GOVERNOR ST
Providence, RI
(41.823856376657226, -71.39405178887982)",GOVERNOR ST,Front,Pyrus calleryana,3,1
"99 GOVERNOR ST
Providence, RI
(41.823615448285565, -71.39409617042197)",GOVERNOR ST,Front,Pyrus calleryana,2,1
"95 GOVERNOR ST
Providence, RI
(41.82351272849422, -71.39411019383478)",GOVERNOR ST,Front,Pyrus calleryana,4,1
"91 GOVERNOR ST
Providence, RI
(41.823355694971866, -71.39406901806487)",GOVERNOR ST,Front,Prunus spp.,2,1
"85 GOVERNOR ST
Providence, RI
(41.82312089010156, -71.39401351873188)",GOVERNOR ST,Front,Acer platanoides,24,1
"81 GOVERNOR ST
Providence, RI
(41.822964353521364, -71.39397651917656)",GOVERNOR ST,Front,Acer saccharinum,24,1
"75 GOVERNOR ST
Providence, RI
(41.82276870027228, -71.39393440871655)",GOVERNOR ST,Front,Acer platanoides,9,2
"75 GOVERNOR ST
Providence, RI
(41.82276870027228, -71.39393440871655)",GOVERNOR ST,Front,Malus spp,2,1
"73 GOVERNOR ST
Providence, RI
(41.82268134612917, -71.39391750146305)",GOVERNOR ST,Front,Acer platanoides,3,1
"70 COOKE ST
Providence, RI
(41.827603932900324, -71.39535511851741)",COOKE ST,Front,Acer platanoides,9,1
"66 COOKE ST
Providence, RI
(41.82731087380603, -71.39535511851741)",COOKE ST,Front,Empty Site,0,1
"66 COOKE ST
Providence, RI
(41.82731087380603, -71.39535511851741)",COOKE ST,Front,Prunus sergentii,6,2
"48 COOKE ST
Providence, RI
(41.826298440033796, -71.39535109468635)",COOKE ST,Front,Tilia euchlora,6,2
"48 COOKE ST
Providence, RI
(41.826298440033796, -71.39535109468635)",COOKE ST,Front,Tilia euchlora,5,1
"46 COOKE ST
Providence, RI
(41.82620545010758, -71.39535015539415)",COOKE ST,Front,Acer platanoides,8,3
"46 COOKE ST
Providence, RI
(41.82620545010758, -71.39535015539415)",COOKE ST,Front,Acer platanoides,12,2
"46 COOKE ST
Providence, RI
(41.82620545010758, -71.39535015539415)",COOKE ST,Front,Acer platanoides,12,1
"26 COOKE ST
Providence, RI
(41.825063536437064, -71.39534559864136)",COOKE ST,Front,Sophora spp.,5,6
"26 COOKE ST
Providence, RI
(41.825063536437064, -71.39534559864136)",COOKE ST,Front,Sophora spp.,7,4
"26 COOKE ST
Providence, RI
(41.825063536437064, -71.39534559864136)",COOKE ST,Front,Sophora spp.,7,5
"26 COOKE ST
Providence, RI
(41.825063536437064, -71.39534559864136)",COOKE ST,Front,Sophora spp.,7,3
"26 COOKE ST
Providence, RI
(41.825063536437064, -71.39534559864136)",COOKE ST,Front,Sophora spp.,8,2
"26 COOKE ST
Providence, RI
(41.825063536437064, -71.39534559864136)",COOKE ST,Front,Sophora spp.,9,1
"26 COOKE ST
Providence, RI
(41.825063536437064, -71.39534559864136)",COOKE ST,Front,Sophora spp.,6,1
"20 COOKE ST
Providence, RI
(41.82449291660947, -71.39533291820075)",COOKE ST,Front,Fraxinus spp.,3,1
"8 COOKE ST
Providence, RI
(41.82378437781126, -71.39528242519322)",COOKE ST,Front,Acer platanoides,22,2
"8 COOKE ST
Providence, RI
(41.82378437781126, -71.39528242519322)",COOKE ST,Front,Acer platanoides,22,1
"6 COOKE ST
Providence, RI
(41.8236668525341, -71.39525509373341)",COOKE ST,Front,Sophora spp.,15,2
"6 COOKE ST
Providence, RI
(41.8236668525341, -71.39525509373341)",COOKE ST,Front,Sophora spp.,15,1
"2 COOKE ST
Providence, RI
(41.823431801995476, -71.39520043081747)",COOKE ST,Front,Tilia cordata,30,2
"2 COOKE ST
Providence, RI
(41.823431801995476, -71.39520043081747)",COOKE ST,Front,Tilia cordata,30,1
"5 COOKE ST
Providence, RI
(41.82361874849809, -71.3953932359336)",COOKE ST,Front,Empty Pit,17,4
"5 COOKE ST
Providence, RI
(41.82361874849809, -71.3953932359336)",COOKE ST,Front,Empty Site,0,3
"5 COOKE ST
Providence, RI
(41.82361874849809, -71.3953932359336)",COOKE ST,Front,Platanus x acerifolia,24,2
"5 COOKE ST
Providence, RI
(41.82361874849809, -71.3953932359336)",COOKE ST,Front,Acer platanoides,16,1
"21 COOKE ST
Providence, RI
(41.824554503348566, -71.39548144493018)",COOKE ST,Front,Acer spp.,16,5
"21 COOKE ST
Providence, RI
(41.824554503348566, -71.39548144493018)",COOKE ST,Front,Acer spp.,16,4
